-----------------------------------------------------------------------------------------------------------------------------------
                                        S I S T E M A S     D E     M E D I A C I O N                                              
Fecha del reporte: 26/12/2016 10:00                                                                                                
-----------------------------------------------------------------------------------------------------------------------------------
 
-----------------------------------------------------------------------------------------------------------------------------------
Reporte generado a partir del 17 de Octubre de 2016  al   26 de Diciembre de 2016 a las 10:01:23 AM.

TOTAL DE EVENTOS: 11487              MONTO TOTAL DE LOS EVENTOS EN PESOS (M.N): 2,868,700.00
-----------------------------------------------------------------------------------------------------------------------------------
 
 
REGION	FOLIO		FECHA Y HORA		MONTO	CONSUMO
R09	000000006881843	2016-12-09 22:47:05	500.00	Donacion 500
R04	000000005160226	2016-12-09 22:47:23	100.00	Donacion 100
R09	000000005684432	2016-12-09 22:47:09	500.00	Donacion 500
R09	000000006725301	2016-12-09 22:47:22	300.00	Donacion 300
R02	000000006525244	2016-12-09 22:47:22	200.00	Donacion 200
R09	000000006089941	2016-12-09 22:47:31	500.00	Donacion 500
R09	000000002568839	2016-12-09 22:47:33	500.00	Donacion 500
R09	000000009261133	2016-12-09 22:47:40	200.00	Donacion 200
R08	000000005314037	2016-12-09 22:47:38	500.00	Donacion 500
R09	000000008290957	2016-12-09 22:47:51	500.00	Donacion 500
R09	000000006149290	2016-12-09 22:47:52	300.00	Donacion 300
R06	000000005466487	2016-12-09 22:47:51	100.00	Donacion 100
R05	000000002113259	2016-12-09 22:48:09	200.00	Donacion 200
R09	000000003655726	2016-12-09 22:48:21	100.00	Donacion 100
R07	000000002797670	2016-12-09 22:48:30	100.00	Donacion 100
R09	000000006693514	2016-12-09 22:48:30	200.00	Donacion 200
R09	000000003611587	2016-12-09 22:48:31	300.00	Donacion 300
R05	000000007157187	2016-12-09 22:48:34	200.00	Donacion 200
R09	000000001134070	2016-12-09 22:49:00	300.00	Donacion 300
R09	000000005013983	2016-12-09 22:49:00	300.00	Donacion 300
R09	000000002023248	2016-12-09 22:49:12	300.00	Donacion 300
R05	000000009241951	2016-12-09 22:48:45	200.00	Donacion 200
R09	000000004560457	2016-12-09 22:49:18	500.00	Donacion 500
R09	000000002435750	2016-12-09 22:49:29	500.00	Donacion 500
R03	000000009181423	2016-12-09 22:49:46	500.00	Donacion 500
R04	000000008656432	2016-12-09 22:50:13	200.00	Donacion 200
R09	000000004139581	2016-12-09 22:50:26	500.00	Donacion 500
R04	000000001672298	2016-12-09 22:50:14	300.00	Donacion 300
R09	000000001179448	2016-12-09 22:50:44	500.00	Donacion 500
R03	000000005409621	2016-12-09 22:50:56	100.00	Donacion 100
R06	000000007766136	2016-12-09 22:51:23	200.00	Donacion 200
R09	000000004362156	2016-12-09 22:51:41	100.00	Donacion 100
R09	000000006622962	2016-12-09 22:51:54	500.00	Donacion 500
R02	000000002182059	2016-12-09 22:52:10	100.00	Donacion 100
R09	000000005222267	2016-12-09 22:52:14	500.00	Donacion 500
R05	000000009595511	2016-12-09 22:52:16	100.00	Donacion 100
R06	000000002095018	2016-12-09 22:52:23	100.00	Donacion 100
R06	000000004670430	2016-12-09 22:52:25	200.00	Donacion 200
R06	000000006919969	2016-12-09 22:52:27	500.00	Donacion 500
R09	000000001203527	2016-12-09 22:51:59	100.00	Donacion 100
R09	000000007206760	2016-12-09 22:52:10	100.00	Donacion 100
R05	000000002941121	2016-12-09 22:52:17	300.00	Donacion 300
R06	000000007256764	2016-12-09 22:52:27	100.00	Donacion 100
R08	000000001204262	2016-12-09 22:52:46	100.00	Donacion 100
R09	000000002659083	2016-12-09 22:52:48	500.00	Donacion 500
R06	000000008302173	2016-12-09 22:52:59	500.00	Donacion 500
R06	000000007588144	2016-12-09 22:53:47	500.00	Donacion 500
R09	000000004281528	2016-12-09 22:54:09	500.00	Donacion 500
R09	000000009127730	2016-12-09 22:54:12	500.00	Donacion 500
R06	000000002396022	2016-12-09 22:53:39	500.00	Donacion 500
R07	000000002552660	2016-12-09 22:53:45	100.00	Donacion 100
R09	000000001062662	2016-12-09 22:53:56	500.00	Donacion 500
R06	000000002813328	2016-12-09 22:54:09	500.00	Donacion 500
R09	000000005076526	2016-12-09 22:54:10	300.00	Donacion 300
R08	000000007776836	2016-12-09 22:54:15	100.00	Donacion 100
R09	000000005366439	2016-12-09 22:54:15	200.00	Donacion 200
R09	000000008457968	2016-12-09 22:54:37	200.00	Donacion 200
R09	000000006333020	2016-12-09 22:54:53	100.00	Donacion 100
R06	000000001470634	2016-12-09 22:54:42	100.00	Donacion 100
R09	000000005202614	2016-12-09 22:55:08	300.00	Donacion 300
R04	000000006951971	2016-12-09 22:55:27	100.00	Donacion 100
R09	000000006919923	2016-12-09 22:55:37	500.00	Donacion 500
R04	000000005480633	2016-12-09 22:57:07	200.00	Donacion 200
R08	000000006877071	2016-12-09 22:57:12	200.00	Donacion 200
R05	000000005157245	2016-12-09 22:57:37	200.00	Donacion 200
R09	000000001484669	2016-12-09 22:57:37	200.00	Donacion 200
